chat_file_name,utterance_id,speaker,DA_Label
002-0,9,*PAR,"['Answer: t3', 'Answer: t2']"
002-0,10,*PAR,"['Answer: t3', 'Answer: t5', 'Answer: t8']"
002-0,11,*PAR,['Answer: t6']
002-0,12,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t7']"
002-0,13,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t7']"
002-0,14,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t2', 'Answer: t7']"
002-0,15,*PAR,['Request:Clarification']
002-0,16,*INV,['Answer: No']
002-0,17,*PAR,['Answer: t2']
002-0,18,*INV,['Acknowledgement']
002-0,19,*PAR,"['Answer: t2', 'Answer: t1']"
002-0,20,*INV,['Acknowledgement']
010-0,0,*INV,['Instruction']
010-0,1,*PAR,['Stalling']
010-0,2,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t8']"
010-0,3,*PAR,['Question:Reflexive']
010-0,4,*PAR,['Answer: t4']
010-0,5,*PAR,['Answer: t2']
010-0,6,*PAR,"['Answer: t2', 'Answer: t1']"
010-0,7,*PAR,['Answer: t6']
010-0,8,*PAR,['Answer: t6']
010-0,9,*PAR,['Stalling']
010-0,10,*PAR,['Request:Clarification']
010-0,11,*INV,['Answer:Yes']
010-0,12,*PAR,['Answer: t1']
010-0,13,*PAR,['Answer: t1']
010-0,14,*PAR,"['Answer: t2', 'Answer: t4']"
010-0,15,*PAR,['Answer: t3']
010-0,16,*PAR,"['Answer: t5', 'Answer: t8']"
010-0,17,*PAR,['Answer: t6']
010-0,18,*PAR,['Question:Reflexive']
010-0,19,*PAR,['Answer: t6']
010-0,20,*PAR,['Other']
010-0,21,*PAR,['Other']
010-0,22,*PAR,"['Answer: t7', 'Answer: t8']"
010-0,23,*INV,['Answer:General']
010-0,24,*PAR,['Answer:General']
010-0,25,*INV,['Acknowledgement']
010-1,0,*INV,['Stalling']
010-1,1,*INV,['Instruction']
010-1,2,*PAR,['Stalling']
010-1,3,*PAR,['Acknowledgement']
010-1,4,*PAR,"['Answer: t2', 'Answer: t3', 'Answer: t5', 'Answer: t6']"
010-1,5,*PAR,['Answer: t2']
010-1,6,*PAR,"['Answer: t3', 'Answer: t4']"
010-1,7,*PAR,"['Answer: t1', 'Answer: t2']"
010-1,8,*PAR,"['Answer: t5', 'Answer: t6']"
010-1,9,*PAR,['Answer: t8']
010-1,10,*PAR,['Answer: t6']
010-1,11,*PAR,['Answer: t6']
010-1,12,*PAR,['Answer: t6']
010-1,13,*PAR,['Answer: t1']
010-1,14,*PAR,['Answer: t1']
010-1,15,*PAR,['Request:Clarification']
010-1,16,*INV,['Answer:Yes']
010-1,17,*PAR,['Answer: t2']
010-1,18,*PAR,['Answer: t2']
010-1,20,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-1,21,*INV,['Acknowledgement']
010-1,22,*PAR,['Answer: t1']
010-1,23,*PAR,['Answer: t8']
010-1,24,*PAR,['Answer: t8']
010-1,25,*INV,['Acknowledgement']
010-1,26,*PAR,['Answer: t8']
010-1,27,*INV,['Acknowledgement']
010-1,28,*PAR,['Request:Clarification']
010-1,29,*INV,['Answer:Yes']
010-1,30,*PAR,"['Answer: t8', 'Answer: t5']"
010-1,31,*INV,['Acknowledgement']
010-1,32,*INV,['Request:Clarification']
010-1,33,*INV,['Answer:Yes']
010-2,0,*INV,['Instruction']
010-2,1,*PAR,['Question:General']
010-2,2,*PAR,['Stalling']
010-2,3,*PAR,"['Answer: t7', 'Answer: t5']"
010-2,4,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-2,5,*PAR,"['Answer: t6', 'Answer: t7']"
010-2,6,*PAR,['Answer: t6']
010-2,7,*PAR,"['Answer: t5', 'Answer: t6']"
010-2,8,*PAR,['Answer: t5']
010-2,9,*PAR,['Answer: t6']
010-2,10,*PAR,['Answer: t6']
010-2,11,*PAR,"['Answer: t5', 'Answer: t8']"
010-2,12,*PAR,['Answer: t2']
010-2,13,*PAR,"['Answer: t1', 'Answer: t2']"
010-2,14,*PAR,"['Answer: t4', 'Answer: t1']"
010-2,15,*PAR,['Question:Reflexive']
010-2,16,*PAR,['Answer: t1']
010-2,17,*PAR,['Answer: t1']
010-2,18,*PAR,['Answer: t1']
010-2,19,*PAR,['Answer: t2']
010-2,20,*PAR,['Answer: t3']
010-2,21,*PAR,['Answer: t3']
010-2,22,*PAR,['Answer: t4']
010-2,23,*PAR,['Stalling']
010-2,24,*PAR,"['Answer:t2', 'Answer:t5', 'Answer:t8']"
010-2,25,*PAR,['Stalling']
010-2,26,*PAR,['Stalling']
010-2,27,*PAR,['Answer: t3']
010-2,28,*PAR,['Request:Clarification']
010-2,31,*PAR,"['Answer: t1', 'Answer: t2']"
010-2,32,*PAR,['Request:Clarification']
010-2,33,*PAR,['Request:Clarification']
010-2,34,*INV,['Answer:Yes']
010-3,0,*PAR,"['Answer:t5', 'Answer:t6', 'Answer:t7', 'Answer:t8']"
010-4,1,*PAR,"['Answer: t2', 'Answer: t4']"
010-5,2,*PAR,['Answer: t4']
010-6,3,*PAR,['Answer: t2']
010-7,4,*PAR,['Answer: t4']
010-8,5,*PAR,['Answer: t3']
010-9,6,*PAR,"['Answer: t1', 'Answer: t2']"
010-10,7,*PAR,['Answer: t2']
010-11,8,*PAR,"['Answer: t6', 'Answer: t5', 'Answer: t8']"
010-11,9,*PAR,['Answer: t8']
010-11,10,*PAR,['Question:Reflexive']
010-11,11,*PAR,['Answer: t3']
010-11,12,*PAR,"['Answer: t1', 'Answer: t2']"
010-11,13,*PAR,['Answer: t1']
010-11,14,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t6']"
010-11,15,*PAR,['Answer: t4']
010-11,16,*PAR,['Request:Clarification']
010-11,17,*INV,['Acknowledgement']
015-1,0,*PAR,['Acknowledgement']
015-1,1,*PAR,"['Answer: t5', 'Answer: t8']"
015-1,2,*PAR,['Answer: t8']
015-1,3,*PAR,['Answer: t8']
015-1,4,*PAR,"['Answer: t5', 'Answer: t6']"
015-1,5,*PAR,['Answer: t6']
015-1,6,*PAR,"['Answer: t2', 'Answer: t4']"
015-1,7,*PAR,['Stalling']
015-1,8,*PAR,['Answer: t1']
015-1,9,*PAR,['Answer: t1']
015-1,10,*PAR,['Answer: t1']
015-1,11,*PAR,['Other']
015-1,12,*PAR,['Stalling']
015-1,13,*PAR,['Answer: t3']
015-1,14,*PAR,"['Answer: t2', 'Answer: t4']"
015-1,15,*PAR,['Answer: t4']
015-1,16,*PAR,"['Answer: t6', 'Answer: t5']"
015-1,17,*PAR,['Other']
015-1,18,*PAR,['Answer: t2']
015-1,19,*PAR,"['Answer:t2', 'Answer:t5', 'Answer:t8']"
015-1,20,*PAR,['Request:Clarification']
015-1,21,*INV,['Acknowledgement']
015-2,0,*INV,['Instruction']
015-2,1,*PAR,['Answer: t1']
015-2,2,*PAR,['Request:Clarification']
015-2,3,*PAR,['Stalling']
015-2,4,*INV,['Instruction']
015-2,5,*INV,['Request:Clarification']
015-2,6,*PAR,['Answer: t1']
015-2,7,*PAR,['Answer: t1']
015-2,8,*INV,['Answer: t1']
015-2,9,*PAR,['Request:Clarification']
015-2,10,*PAR,['Request:Clarification']
015-2,11,*INV,['Answer:General']
015-2,12,*PAR,['Request:Clarification']
015-2,13,*INV,['Acknowledgement']
015-2,14,*PAR,['Answer: t1']
015-2,15,*PAR,['Request:Clarification']
015-2,16,*PAR,['Request:Clarification']
015-2,17,*INV,['Instruction']
015-2,18,*PAR,['Acknowledgement']
015-2,19,*PAR,"['Answer: t5', 'Answer: t6']"
015-2,20,*PAR,"['Answer:t5', 'Answer:t6']"
015-2,21,*PAR,['Answer: t8']
015-2,22,*PAR,['Answer: t8']
015-2,23,*PAR,"['Answer:t2', 'Answer:t4', 'Answer:t6']"
015-2,24,*PAR,['Answer: t2']
015-2,25,*PAR,['Answer: t2']
015-2,26,*INV,['Question:General']
015-2,27,*PAR,['Answer:General']
015-2,28,*PAR,['Answer:General']
015-2,29,*PAR,"['Answer:t2', 'Answer:t3']"
015-2,30,*PAR,['Answer: t2']
015-2,31,*PAR,['Answer: t5']
015-2,32,*PAR,"['Answer:t6', 'Answer:t7']"
015-2,33,*PAR,['Request:Clarification']
015-2,34,*INV,['Answer: General']
002-1,0,*INV,['Question:General']
002-1,1,*PAR,['Answer: t4']
002-1,2,*PAR,['Answer: t8']
002-1,3,*PAR,"['Answer: t5', 'Answer: t6']"
002-1,4,*PAR,['Answer: t6']
002-1,5,*PAR,['Answer: t2']
002-1,6,*PAR,['Answer: t1']
002-1,7,*PAR,['Answer: t2']
002-1,8,*PAR,['Answer: t4']
002-1,9,*PAR,['Answer: t6']
002-1,10,*PAR,['Answer: t6']
002-1,11,*PAR,"['Answer: t5', 'Answer: t8']"
002-1,12,*PAR,['Answer: t1']
002-1,13,*PAR,['Answer: t1']
002-1,14,*INV,['Acknowledgement']
002-1,15,*PAR,['Answer: t5']
002-1,16,*INV,['Request:Clarification']
002-1,17,*INV,['Acknowledgement']
002-1,18,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t6']"
002-1,19,*INV,['Request:Clarification']
006-2,0,*PAR,['Stalling']
006-2,1,*INV,['Acknowledgement']
006-2,2,*PAR,"['Answer: t6', 'Answer: t7']"
006-2,3,*PAR,"['Answer:t5', 'Answer:t8']"
006-2,4,*PAR,"['Answer: t8', 'Answer: t5']"
006-2,5,*PAR,['Answer: t6']
006-2,6,*PAR,['Answer: t6']
006-2,7,*PAR,['Answer: t2']
006-2,8,*PAR,['Answer: t4']
006-2,9,*PAR,['Answer: t1']
006-2,10,*PAR,['Answer: t2']
006-2,11,*PAR,['Answer: t4']
006-2,12,*PAR,['Answer: t4']
006-2,13,*PAR,['Answer: t1']
006-2,14,*PAR,['Answer: t3']
006-2,15,*INV,['Acknowledgement']
005-2,0,*INV,['Instruction']
005-2,1,*INV,['Instruction']
005-2,2,*PAR,['Answer: t8']
005-2,3,*INV,['Acknowledgement']
005-2,4,*INV,['Request:Clarification']
005-2,5,*PAR,"['Answer: t2', 'Answer: t4']"
005-2,6,*INV,['Acknowledgement']
005-2,7,*PAR,['Answer:General']
005-2,8,*INV,['Request:Clarification']
005-2,9,*PAR,['Answer: No']
005-2,10,*INV,['Acknowledgement']
005-2,11,*PAR,['Acknowledgement']
005-2,12,*INV,['Apology']
005-2,13,*PAR,['Answer: t4']
005-2,14,*INV,['Acknowledgement']
005-2,15,*INV,['Request:Clarification']
005-2,16,*PAR,['Answer: No']
005-2,17,*INV,['Acknowledgement']
005-2,18,*INV,['Acknowledgement']
013-2,0,*INV,['Instruction']
013-2,1,*PAR,"['Answer: t5', 'Answer: t6']"
013-2,2,*PAR,"['Answer: t5', 'Answer: t8']"
013-2,3,*PAR,['Answer: t6']
013-2,4,*PAR,['Answer: t2']
013-2,5,*PAR,"['Answer: t3', 'Answer: t4']"
013-2,6,*PAR,['Answer: t4']
013-2,7,*PAR,['Stalling']
013-2,8,*PAR,['Answer: t3']
013-2,9,*PAR,['Answer: t1']
013-2,10,*PAR,['Answer: t1']
013-2,11,*PAR,['Answer: t6']
013-2,12,*PAR,['Answer: t6']
013-2,13,*PAR,['Answer:General']
013-2,14,*INV,['Acknowledgement']
013-3,0,*PAR,['Other']
013-3,1,*INV,['Instruction']
013-3,2,*PAR,"['Answer: t5', 'Answer: t6']"
013-3,3,*PAR,['Answer: t6']
013-3,4,*PAR,"['Answer: t8', 'Answer: t5']"
013-3,5,*PAR,['Answer: t2']
013-3,6,*PAR,"['Answer: t3', 'Answer: t4']"
013-3,7,*PAR,"['Answer: t3', 'Answer: t4']"
013-3,8,*PAR,['Stalling']
013-3,9,*PAR,['Answer: t4']
013-3,10,*PAR,['Answer: t6']
013-3,11,*PAR,['Answer: t6']
013-3,12,*PAR,['Answer: t6']
013-3,13,*PAR,['Answer: t6']
013-3,14,*PAR,['Other']
013-3,15,*INV,['Acknowledgement']
006-3,0,*INV,['Instruction']
006-3,1,*INV,['Instruction']
006-3,2,*INV,['Instruction']
006-3,3,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t7', 'Answer: t6']"
006-3,4,*PAR,['Answer: t6']
006-3,5,*PAR,"['Answer: t5', 'Answer: t8']"
006-3,6,*PAR,"['Answer: t8', 'Answer: t5']"
006-3,7,*PAR,['Answer: t2']
006-3,8,*PAR,"['Answer: t2', 'Answer: t1']"
006-3,9,*PAR,['Answer: t4']
006-3,10,*PAR,['Answer: t2']
006-3,11,*PAR,['Answer: t3']
006-3,12,*PAR,"['Answer: t2', 'Answer: t1']"
006-3,13,*INV,['Acknowledgement']
007-1,0,*INV,['Instruction']
007-1,1,*PAR,['Other']
007-1,2,*INV,['Acknowledgement']
007-1,3,*PAR,['Question:General']
007-1,4,*INV,['Answer:General']
007-1,5,*PAR,['Acknowledgement']
007-1,6,*PAR,"['Answer: t5', 'Answer: t6', 'Answer: t7']"
007-1,7,*PAR,"['Answer: t5', 'Answer: t8']"
007-1,8,*PAR,"['Answer:t3', 'Answer:t5']"
007-1,9,*PAR,"['Answer: t2', 'Answer: t4']"
007-1,10,*PAR,['Answer: t4']
007-1,11,*PAR,['Answer: t1']
007-1,12,*PAR,['Answer: t3']
007-1,13,*PAR,['Answer: t1']
007-1,14,*PAR,['Answer: t1']
007-1,15,*PAR,['Answer:General']
007-1,16,*INV,['Acknowledgement']
006-4,0,*INV,['Instruction']
006-4,1,*INV,['Instruction']
006-4,2,*PAR,"['Answer: t2', 'Answer: t4']"
006-4,3,*PAR,['Answer: t1']
006-4,4,*PAR,['Answer: t1']
006-4,5,*PAR,['Answer: t1']
006-4,6,*PAR,['Answer: t1']
006-4,7,*PAR,['Answer: t3']
006-4,8,*PAR,['Answer: t4']
006-4,9,*PAR,"['Answer: t4', 'Answer: t3']"
006-4,10,*PAR,"['Answer: t5', 'Answer: t6']"
006-4,11,*PAR,['Answer: t8']
006-4,12,*PAR,"['Answer: t5', 'Answer: t6']"
006-4,13,*PAR,"['Answer: t5', 'Answer: t6']"
006-4,14,*PAR,"['Answer: t5', 'Answer: t6']"
006-4,15,*PAR,['Answer:General']
010-3,0,*INV,['Instruction']
010-3,1,*INV,['Instruction']
010-3,2,*PAR,"['Answer: t8', 'Answer: t5']"
010-3,3,*PAR,"['Answer: t5', 'Answer: t6']"
010-3,4,*PAR,"['Answer: t2', 'Answer: t4']"
010-3,5,*PAR,['Answer: t6']
010-3,6,*PAR,['Answer: t2']
010-3,7,*PAR,['Request:Clarification']
010-3,8,*INV,['Answer:Yes']
010-3,9,*PAR,['Answer: t2']
010-3,10,*INV,['Acknowledgement']
007-3,0,*INV,['Instruction']
007-3,1,*PAR,['Answer: t6']
007-3,2,*PAR,['Answer: t8']
007-3,3,*PAR,"['Answer:t2', 'Answer:t3', 'Answer:t4']"
007-3,4,*PAR,['Answer: t2']
007-3,5,*PAR,['Answer:General']
007-3,6,*PAR,['Answer: t4']
007-3,7,*PAR,['Answer:General']
007-3,8,*INV,['Acknowledgement']
007-3,9,*PAR,"['Answer: t4', 'Answer: t2']"
007-3,10,*PAR,"['Answer: t4', 'Answer: t2']"
007-3,11,*INV,['Acknowledgement']
007-3,12,*INV,['Acknowledgement']
013-0,0,*INV,['Instruction']
013-0,1,*PAR,"['Answer: t5', 'Answer: t6']"
013-0,2,*PAR,['Answer: t8']
013-0,3,*PAR,['Answer: t6']
013-0,4,*PAR,['Answer: t6']
013-0,5,*PAR,['Answer: t2']
013-0,6,*PAR,['Answer: t4']
013-0,7,*PAR,['Answer: t3']
013-0,8,*PAR,['Answer: t1']
013-0,9,*PAR,"['Answer: t5', 'Answer: t6']"
013-0,10,*PAR,"['Answer: t6', 'Answer: t5']"
013-0,11,*PAR,['Answer: t2']
013-0,12,*PAR,['Answer: t1']
013-0,13,*PAR,['Answer: t1']
013-0,14,*INV,['Acknowledgement']
013-0,15,*INV,['Acknowledgement']
013-4,0,*INV,['Instruction']
013-4,1,*INV,['Instruction']
013-4,3,*PAR,['Answer: t6']
013-4,4,*PAR,['Answer: t6']
013-4,5,*PAR,['Answer: t6']
013-4,6,*PAR,"['Answer: t6', 'Answer: t5']"
013-4,7,*PAR,['Answer: t5']
013-4,8,*PAR,['Answer: t8']
013-4,9,*PAR,['Answer: t8']
013-4,10,*PAR,['Answer: t2']
013-4,11,*PAR,['Answer: t4']
013-4,12,*PAR,"['Answer: t4', 'Answer: t3']"
013-4,13,*PAR,['Answer: t3']
013-4,14,*PAR,['Answer: t1']
013-4,15,*PAR,['Answer: t4']
013-4,16,*PAR,"['Answer: t2', 'Answer: t5', 'Answer: t6']"
013-4,17,*PAR,['Answer: t1']
013-4,18,*PAR,['Request:Clarification']
015-0,0,*INV,['Instruction']
015-0,1,*PAR,['Stalling']
015-0,2,*PAR,['Answer: t2']
015-0,3,*PAR,['Answer: t4']
015-0,4,*PAR,['Answer: t5']
015-0,5,*PAR,['Answer: t6']
015-0,6,*PAR,"['Answer: t6', 'Answer: t5']"
015-0,7,*PAR,['Correction']
015-0,8,*PAR,['Answer:General']
015-0,9,*PAR,['Feedback:Reflexive']
015-0,10,*PAR,['Feedback:Reflexive']
015-0,11,*INV,['Instruction']
015-0,12,*PAR,['Request:Clarification']
015-0,13,*INV,['Answer:General']
015-0,14,*PAR,['Answer: t4']
015-0,15,*PAR,"['Answer: t3', 'Answer: t4']"
015-0,16,*PAR,['Answer: t1']
015-0,17,*PAR,['Answer: t1']
015-0,18,*PAR,['Answer: t1']
015-0,19,*PAR,['Answer: t1']
015-0,20,*PAR,['Answer: t1']
015-0,21,*PAR,['Answer: t1']
015-0,22,*PAR,['Answer: t3']
015-0,23,*INV,['Acknowledgement']
015-0,24,*PAR,['Answer: t8']
015-0,25,*PAR,"['Answer:t5', 'Answer:t7', 'Answer:t8']"
015-0,26,*PAR,"['Answer: t5', 'Answer: t6']"
015-0,27,*PAR,"['Answer:t4', 'Answer:t6', 'Answer:t8']"
015-0,28,*PAR,['Question:General']
015-0,29,*INV,['Acknowledgement']
010-4,0,*INV,['Question:General']
010-4,1,*PAR,"['Answer: t5', 'Answer: t6']"
010-4,2,*PAR,['Stalling']
010-4,3,*INV,['Question:General']
010-4,4,*INV,['Instruction']
010-4,5,*PAR,['Answer:General']
010-4,6,*PAR,['Answer:General']
010-4,7,*INV,['Acknowledgement']
010-4,8,*INV,['Question:General']
010-4,9,*PAR,"['Answer: t5', 'Answer: t6']"
010-4,10,*INV,['Request:Clarification']
010-4,11,*PAR,['Answer:General']
010-4,12,*INV,['Question:General']
010-4,13,*PAR,['Answer: t2']
010-4,14,*INV,['Request:Clarification']
010-4,15,*PAR,['Stalling']
010-4,16,*PAR,['Stalling']
010-4,17,*PAR,['Stalling']
010-4,18,*INV,['Acknowledgement']
016-4,0,*INV,['Instruction']
016-4,1,*INV,['Instruction']
016-4,2,*PAR,"['Answer: t5', 'Answer: t6']"
016-4,3,*PAR,['Answer: t8']
016-4,4,*PAR,['Answer: t4']
016-4,5,*PAR,['Answer: t2']
016-4,6,*PAR,['Answer: t1']
016-4,7,*PAR,['Answer: t3']
016-4,8,*PAR,['Stalling']
016-4,9,*PAR,['Question:Reflexive']
016-4,10,*PAR,['Answer: t1']
016-4,11,*PAR,['Answer: t1']
016-4,12,*PAR,['Answer: t1']
016-4,13,*PAR,['Answer: t4']
016-4,14,*PAR,['Stalling']
021-0,0,*PAR,['Stalling']
021-0,1,*PAR,['Answer: t6']
021-0,2,*PAR,"['Answer: t6', 'Answer: t5']"
021-0,3,*PAR,['Answer: t8']
021-0,4,*PAR,"['Answer: t6', 'Answer: t5']"
021-0,5,*PAR,"['Answer: t2', 'Answer: t4']"
021-0,6,*PAR,"['Answer: t2', 'Answer: t1']"
021-0,7,*PAR,['Answer: t3']
021-0,8,*PAR,['Request:Clarification']
021-0,9,*PAR,['Request:Clarification']
021-0,10,*INV,['Question:General']
021-0,11,*PAR,['Request:Clarification']
021-0,12,*INV,['Answer:General']
021-0,13,*INV,['Question:General']
021-0,14,*PAR,['Answer: No']
021-0,15,*INV,['Acknowledgement']
001-0,0,*INV,['Instruction']
001-0,1,*PAR,['Acknowledgement']
001-0,2,*INV,['Instruction']
001-0,3,*PAR,['Acknowledgement']
001-0,4,*PAR,"['Answer: t5', 'Answer: t6']"
001-0,5,*PAR,"['Answer:t5', 'Answer:t7', 'Answer:t8']"
001-0,6,*PAR,['Answer: t2']
001-0,7,*PAR,['Answer: t4']
001-0,8,*PAR,"['Answer: t3', 'Answer: t4']"
001-0,9,*PAR,['Answer: t1']
001-0,10,*PAR,['Answer: t1']
001-0,11,*PAR,"['Answer: t3', 'Answer: t4']"
001-0,12,*INV,['Farewell']
001-2,0,*INV,['Instruction']
001-2,1,*INV,['Instruction']
001-2,2,*PAR,['Acknowledgement']
001-2,3,*INV,['Request:Clarification']
001-2,4,*PAR,"['Answer: t5', 'Answer: t6']"
001-2,5,*PAR,"['Answer:t6', 'Answer:t7']"
001-2,6,*PAR,['Answer: t5']
001-2,7,*INV,['Acknowledgement']
001-2,8,*PAR,"['Answer: t5', 'Answer: t6']"
001-2,9,*PAR,['Answer: t8']
001-2,10,*PAR,"['Answer:t3', Answer:t4']"
001-2,11,*INV,['Question:General']
001-2,12,*PAR,['Answer:General']
001-2,13,*PAR,"['Answer:t2', 'Answer:t6', 'Answer:t7']"
001-2,14,*PAR,['Stalling']
001-2,15,*PAR,['Stalling']
001-2,16,*PAR,['Answer: t2']
001-2,17,*INV,['Acknowledgement']
001-2,18,*PAR,['Answer: t4']
001-2,19,*INV,['Acknowledgement']
001-2,20,*INV,['Acknowledgement']
003-0,0,*PAR,['Answer: t6']
003-0,1,*PAR,"['Answer: t6', 'Answer: t5']"
003-0,2,*PAR,"['Answer: t5', 'Answer: t8']"
003-0,3,*PAR,['Answer: t6']
003-0,4,*PAR,['Answer:General']
003-0,5,*PAR,"['Answer: t2', 'Answer: t4']"
003-0,6,*PAR,['Stalling']
003-0,7,*PAR,['Stalling']
003-0,8,*PAR,['Answer: t2']
003-0,9,*PAR,['Stalling']
003-0,10,*INV,['Acknowledgement']
003-0,11,*PAR,['Stalling']
003-0,12,*PAR,['Answer: t1']
003-0,13,*PAR,['Answer: t1']
003-0,14,*PAR,['Answer: t1']
003-0,15,*PAR,['Answer: t1']
003-0,16,*INV,['Acknowledgement']
003-0,17,*PAR,['Answer: t1']
003-0,18,*PAR,['Answer: t1']
003-0,19,*PAR,['Answer: t1']
003-0,20,*PAR,['Answer: t4']
003-0,21,*PAR,['Stalling']
003-0,22,*PAR,['Answer: t3']
003-0,23,*PAR,['Stalling']
003-0,24,*INV,['Acknowledgement']
003-0,25,*PAR,['Stalling']
003-0,26,*INV,['Acknowledgement']
003-0,27,*INV,['Farewell']
024-2,0,*INV,['Instruction']
024-2,1,*PAR,['Acknowledgement']
024-2,2,*PAR,"['Answer: t5', 'Answer: t6']"
024-2,3,*PAR,['Answer: t8']
024-2,4,*PAR,"['Answer: t5', 'Answer: t6']"
024-2,5,*PAR,['Answer: t6']
024-2,6,*PAR,['Answer: t6']
024-2,7,*PAR,['Answer:General']
024-2,8,*PAR,['Answer: t6']
024-2,9,*PAR,['Stalling']
024-2,10,*PAR,"['Answer: t2', 'Answer: t4']"
024-2,11,*PAR,['Answer:General']
024-2,12,*INV,['Acknowledgement']
024-2,13,*PAR,['Acknowledgement']
252-1,0,*INV,['Instruction']
252-1,1,*PAR,['Request:Clarification']
252-1,2,*INV,['Answer:Yes']
252-1,3,*PAR,['Answer: t6']
252-1,4,*PAR,['Answer: t8']
252-1,5,*PAR,"['Answer: t5', 'Answer: t8']"
252-1,6,*PAR,"['Answer: t6', 'Answer: t5']"
252-1,7,*PAR,['Answer: t2']
252-1,8,*PAR,"['Answer: t4', 'Answer: t3']"
252-1,9,*PAR,['Answer: t3']
252-1,10,*PAR,['Answer: t1']
252-1,11,*PAR,['Answer: t1']
252-1,12,*INV,['Acknowledgement']
252-1,13,*INV,['Acknowledgement']
